imagelink,imagetitle,pagerow,pagecolumn
https://lh3.googleusercontent.com/pw/AP1GczMXf_Hv20w6-gk5u8sP1cAZr7bIMH50X82UKHg_rDRosQOdJnQcRjMpn-1gyHbFX-UsicBDG9y1EVDYSRNAc9sKx0n2JdiJpO36lu8QNS9xl-KJtj1P9cL6bieCqv_saJXuN1GyvHq7-aqk4n2lwb9_MA=w948-h632-s-no?authuser=0,"Stained glass windows in one of the chapels at Notre Dame Cathedral, Paris",13,1
https://lh3.googleusercontent.com/pw/AP1GczOXj35XuEHTcEYPN0rosyLOxmnvE2Mccb4K1lPJOq_gnvi1KIr1xLkS1SA4CuZkeFUKKuLqGIS8EySaRkvXbo7Sc8rrFIyibTSHTP8ajC2g0S8s6Mat0J7Lqv1LFtxMfNuV9IYL1F6db_vbKRD6O2QMEw=w949-h632-s-no?authuser=0,View of Champs-Élysées from Arc de Triomphe,13,2
https://lh3.googleusercontent.com/pw/AP1GczPV0rmhmByx3kLTIyqJBKZXAueIVyB1floBKH3fZHG3gKXskok1JkhfGH98FZ1em8VdGOVKlTPtDoPsvM-PhGVp_W0aCbjrpn0TkFAbOrc6Rqmahbj65vzmr9QHvRCEkn_0Pm3INV2NqC9L5u8KqF9d6g=w389-h632-s-no?authuser=0,Arc de Triomphe,14,0
https://lh3.googleusercontent.com/pw/AP1GczMS5Sdzu-Ko-ngx07X7WXdthjgMtFvZaTx0BKbB6mGLcs3vUnDI6H0sk3tN5D2KMT0SlaeYsQCw5KQ5l-T-pR1W2YuYiB79h-ve18WyP9DEN_xW8QGQGkMxb8v9lSfK2SwEd70CYTbWRLhxXrYV2UV3lQ=w421-h632-s-no?authuser=0,"Memorial to the ""Unknown Soldier"" of WWI inside the upper level of the Arc de Triomphe",14,1
https://lh3.googleusercontent.com/pw/AP1GczMqsWnKkgTDxJStm7RIqLNzCChEJIkzxmRiXL_vyQLQjVBxLy3IRC0ySC44wta6xTBu4wo0XqMnSoeL2aKv2-qNogJdfIsLH5vsNXWuSqhlpIhMI28Ojc5BIoiJs5AxO2nv_7i4DaDq5awTTyQar-iHVw=w421-h632-s-no?authuser=0,"Eiffel Tower, Paris",14,2
https://lh3.googleusercontent.com/pw/AP1GczO2PiBJTUP-kuERMFwM4b2PzWmUdO81HCPaT12ikNexpkHGa4br0KaPfRTe5waWngY2oeoUWPwi6vwKDFyqDCx3p5JTwjAKLV1rPuMEtuzTvjSbkohwMOy2CO_s-N7hNriQcYHqygFCmcHWnH41OSXRiQ=w949-h632-s-no?authuser=0,View of Paris,15,0
https://lh3.googleusercontent.com/pw/AP1GczO-MpmzmraiLUSFqTrIwQhQxU5Obd_N7FGo2N_08k_NgxXB_TVe0C82W-UoCUbGDkrhMv1xo8iGmcxFzva5KZbtq6oSwCjccQX3HD02W_BMgABZPNsmW9J-tvB85jTXnEkecsM5gnNdWhpCpheOOUvwUw=w948-h632-s-no?authuser=0,"Entrance to the Louvre, Paris",15,1
https://lh3.googleusercontent.com/pw/AP1GczP5di1pqCpALxDW3XETUenjFbR13KBN6f4RtFzZ3rS5URnRbJyB-Jvct6nUfQZyxvP9AkOmCSOxTRhk1J-Z3UmL3uI1Onv1puNsG9zo98LBPwSS87UjtJeZijEt8NCRVRhRNKuXLSxiu95WHW9_gkIqbg=w948-h632-s-no?authuser=0,"Seine, Paris",15,2
https://lh3.googleusercontent.com/pw/AP1GczOmCgy0HO95wjRZDfRMiHv0Mj3UHdbRf1cXV2eURXvVuYYK4yhxjaikpLjMcj4GFQii8OcZ5L7xlJ7tp8WAuEs0rh28_zQmSZ9UYwTGdofp9HR_KUFPVqz01y0bieof_TdeMlINSrhuBrYjWFR0JDEr8A=w421-h632-s-no?authuser=0,Sue in Paris,16,0
https://lh3.googleusercontent.com/pw/AP1GczOeMvFcEHc_piC1CtgIhHuLZlcR1DXLY_Q2K_4rBmqYVxivCfEDu_rNyKM4k-s6QMoKD6Fgn4zAZoc3Jvk0viKS3V9V9h5LPGvaPBPiihCoKYIMrYKOpyetZ-t66t7QPZzCq7cdaFMJOo73n18Iex36tg=w421-h632-s-no?authuser=0,"Phil, Uncle Steve, Aunt Dominique",16,1
https://lh3.googleusercontent.com/pw/AP1GczP2GlORhxSkyTB2DcjTu7JF3EMiLeEOVhXfQztd-CWYOntbJ-rVUGvCvB2ZdvT9co5yZVEsM2lreqysxLSMIGXZjILfdcS7Gsz5OKNt6GoM-zJ61VhmXX0nN5xJBXyV7g9dLQAcSyqpWOwgUfeOKRRaEA=w421-h632-s-no?authuser=0,"Phil. Sue, Uncle Steve",16,2
