imagelink,imagetitle,pagerow,pagecolumn
https://lh3.googleusercontent.com/pw/AP1GczPl2WnReBmRn8t9Y3f1i5W-6xvkAc4sBm63CfF9ADy1CfptOVpWvESIMQoqorgg2kTVbpHKCP8KsIMMAfbHsY1vvvC37xoSDkIFZMXr95qKhFy86veiwygGUKqCHyVmGw9DBIJtRNhRhGUC3NXCxHtkeA=w1023-h684-s-no?authuser=0,Sue at St. Peter's Castle,6,1
https://lh3.googleusercontent.com/pw/AP1GczNP5nOspWBgaI0t5tEFOUWtz4Cl2UMW8sGVZTli2t0X9fn_W-ZC9jsZuYwi0oOKs934HXJTov0rq9A08oa-BPavOobdF02gL18-iT8vrqt3919J9Po7KSsDjpBw9JrhBuBm2R4LiUtChhqRlPmZz8Al2g=w635-h684-s-no?authuser=0,Lion at St. Peter's Castle,6,2
https://lh3.googleusercontent.com/pw/AP1GczPLF04JQeiX1BwbAaVcNnzyMZAwDEPkGrB6iIwbdrHy6LwKB-UQ_69Y0Fb-X1reqCNKYHp0sDLkdpSmhI_6J5yuMK_nrvfHvTOx1Sx_UUOx7iHS2zwyemm6ojzS1blB-CK89R4ygCJl5Q8xVwM4IKm3Ng=w584-h684-s-no?authuser=0,Sphinx at St. Peter's Castle,7,0
https://lh3.googleusercontent.com/pw/AP1GczMVGx7WcVUdPHygOcZ1Quf-KGVUgt3bAqwMGXPptqjevEJc0jeQJNYNUWrx0y0oirHktpZ33Ks8PJr_T5a830sP94kfq6h4SG23bCae46-rdB4IwmIDBDuWUl8BmmeHn7NhswtzsP14Wl46Wbwi_KV0WA=w1392-h684-s-no?authuser=0,St. Peter's Castle,7,1
https://lh3.googleusercontent.com/pw/AP1GczNgiLqvRVpIw2gLAmx8n-m7fwol6VuA58cN8x1ERfByaNc67OjePy93PaGO-3KBkjsx2jHqelfLYu5QpeDGn74y04q_zwW2TTlKZytlbQ9WjybCI2Q-utNBw9inNLhYM3ETndZEI4OHYETkruHkYfvv1w=w964-h684-s-no?authuser=0,Cannon at St. Peter's Castle,7,2
https://lh3.googleusercontent.com/pw/AP1GczMtzT4Hx_iINWZp-AzkFeOvewOIv3piRfMqC_uMweYsmdBrkJpFtSwHWxA6zSZAzjiRRzE0jMX9StjFHuqnyxbJ4TX7UULyQxQ21ab9YnHBqJuZNC5gkgFTIE5zgB8M6cJAgoZ9I9TIh1lc2egvGHawbg=w1023-h684-s-no?authuser=0,"Temple of Zeus, Euromos",8,0
https://lh3.googleusercontent.com/pw/AP1GczNbPW6KcXapbe-uRDI5-ze38oAhrrA2hHYbgP7JukTyDT_97yZUUxu98hJmlXpG0XdICh2t2u28FATTa6Q8w3Xx_qLkGA-rLd-yN91YtxdFf8Hztd93Vqq1XX6Pb_i9MWqtKVNDrJHnXad1V5YPV7NbYw=w696-h684-s-no?authuser=0,"Sponsored Column Inscription, Temple of Zeus, Euromos",8,1
https://lh3.googleusercontent.com/pw/AP1GczPGVDD0c0URSY89DX_njz3yjtIDt4E7yuAPyBZv-y85AY7U2cVptNW5x7_FsiPZsVWKpSCZAoh3h3Iw4U2KkEspQuNWQ4EEI2OIhxFA3lBOohW7EETm2Mfctia5628f8GQwcNaWY4o7ennSm0S2jFe2og=w1023-h684-s-no?authuser=0,"Entrance and Interior of Temple of Zeus, Euromos",8,2
https://lh3.googleusercontent.com/pw/AP1GczMdcJhsUp7b4sCp7HXfq-WQ7VgcDPOiV1G516VqQUAMF_dpHtoENMntV07rEmvsKVd6JB4gAWxFPXRt6qe_40NSN-jlyUT-QvgMyhbHI8BFEPAZmgiqaMPwWwqf9ZyizIISGO430pUEpHuxJ00hf6gVWg=w1585-h684-s-no?authuser=0,"Altar at Temple of Zeus, Euromos",9,0
https://lh3.googleusercontent.com/pw/AP1GczO1WgvJdfL0fnlq6g0fUhc-Qd-GiPFEeWdlShKZ3cRn9Xsdi11TsKDePh1sZzr-HU5mg0RKKNgZr7xEtilL5CjSEffQIVP4PsjQtTB1WkPz-o1ZwZw_AGMBeE27dIvC8REAlRnKrpJCGSkQHks0alPxlg=w1023-h684-s-no?authuser=0,Temple at Didyma,9,1
https://lh3.googleusercontent.com/pw/AP1GczMI2q3_JXk8LSsHI5oh8Hn97clHqG-_MZGbyjXjYykvXh-SysIZ34zcEP6n-HK-wEwm1qbbfcDfQb0LRQWvOtHDxT8L1oh-0i2mg7CLM85hzaAGax2H0sL02NFfgoRKdUkvv5PMcvM3KhS9_K3BIVLRWg=w1342-h684-s-no?authuser=0,Temple at Didyma,9,2
https://lh3.googleusercontent.com/pw/AP1GczNemJ2hmiwmTrdGSMuIYx2WCRy8RcoF1Z-cW8HHQe9D2-FmOVsxmFIzki6uLYCB04qqzQyPRRSe_IWgW8rFh4N9cBtqHzddc6O7jyUpxUFnVLXQQ6AnzLwcVMxlLkVSA1Ty9p-LTKewjIMSP4397cRRsg=w880-h684-s-no?authuser=0,Medusa at Didyma,10,0
https://lh3.googleusercontent.com/pw/AP1GczOz2vgOiKU_3-v_gpVYafwErVrA2dhxUVv0Kq_im4CwuYTmAsedNhKAP6rOP9s0rWfYuMBd1ctch0-Vf4A5TrOZ9BjWzxWfiRirVX5gvRjr82Oh_dxLrNTN86MBWmnSP6ipOsVHgh3aHYESTYUwX4YXAg=w1595-h684-s-no?authuser=0,Animal Decoration at Temple at Didyma,10,1
https://lh3.googleusercontent.com/pw/AP1GczPzJcMycz0ek-SCAgSUOShTKuhbtkN7m94dy6ZzLNYRugISaSUKD0S9XCMoKrgfXhrjjvoXJ108Zdr8sNQL4YghPyqy7wo7J4DxAS150VC6lGyC1IBKRpqh6I-ztMuB65s5hR2bDhT-lMAWx75LZgKCRg=w1419-h684-s-no?authuser=0,Roman Aqueduct,10,2
https://lh3.googleusercontent.com/pw/AP1GczMOdw1Y2HrwfFrMvItBHWAwe4LvugdJNMSF_8yItBtLpSMsIqmve3l13ylP6-CzONwMyczhSXXtFtznBXn5Jwo5rgcfjvRXcE3uXYUhgpvEfVWX7bsm7B0elYV-qcCw7HeSDwWp0zWLnwXhafnTEBE-zQ=w1650-h572-s-no?authuser=0,Stadium where St. Paul spoke to the Ephesians,11,0
https://lh3.googleusercontent.com/pw/AP1GczNK40Wt0tk9-0NnZbuPjdPlNXlfWJ0Nk_MZmJrwrq4YzFnvZ5HsZtrvmbIecpbRqq6SaYE8Ex5CaBYZRYHrpRQqRgOW-IDp7OeCUChFcAk0smeve8IRSzQkYCsq-nd-Pg9mLEo49FAGSHEFxiHNj2jbDA=w919-h684-s-no?authuser=0,Sue in front of library at Ephesus,11,1
https://lh3.googleusercontent.com/pw/AP1GczPC04hXXtW39RmWkjpdWIFbmsf-xrTe4f6O0df6mWBRBjZ3LzBGLBAsAKoyrhYJ_nPJ78Fp8ySd7qj7VcGnT5Erk5JRxhpmdLBlRw6YHIjenamawT1PTFNFsQKJJD9y5H9kz1Wnn379ytDVm8ieKO7opQ=w1180-h684-s-no?authuser=0,Standing in the Theatre,11,2
https://lh3.googleusercontent.com/pw/AP1GczPQIUevRPdwC-DUAMqWAzAClINjNqSP6BQJSgubVxlWBitMekyF3m-nIncGSRK1vnl-l1rnDhDhaMu2lf-eje2XoU-hwbe8lwalcXoFR-aBjCAlgz035Re6G_bfqOrxxHXFvwCLy6rAxtxqW-1zu0fT7Q=w1579-h684-s-no?authuser=0,"White Storks, Ephesus",12,0
https://lh3.googleusercontent.com/pw/AP1GczNSbGAClPJ2i64tpoS-L_RrjvG8HpfQle_wZ5VSuntMA7XUpO9TSmlfzllZUV22WU8QbllSfv33Z3wm_a0F5mOma2eikVqzzpI5PRIiSRrZELZblCbOmH_CLjPl1cfVTB2g9nlqQr6bWx2ISSpTXJc6Mg=w1079-h684-s-no?authuser=0,Bird painting at Ephesus Terrace House,12,1
https://lh3.googleusercontent.com/pw/AP1GczP3lfSAeWN_D4AXPvP2kSKg7329HP7VSE6vhIuiJaRnnzssHwpLi9zY-cbgwb13XA5cLvj8Fb7cRi0YBU8I4MWpXrbRnvnB6MHjT_fah-UJqTz9RhAR1Bie6tw5U8NM37U6vtSijFmjeQTsthVu0gvoKA=w1178-h684-s-no?authuser=0,"Wall at Terrace House, Ephesus",12,2
https://lh3.googleusercontent.com/pw/AP1GczMePpve1XURc7366fY-IdCH53PkLdX1jY3h6m_n_Gg-m8EKBc1ezDTXjR5hVlBxhzGJ3sBz4sokA94VxVTvgbiqceQfxcyz2mSvqa4f83EzUBB7Ko4AlBKGHfrmnLLypcLQAZk-UGGiysfJ_pDOzJD7UA=w885-h684-s-no?authuser=0,Mosaic floor with lion at Ephesus terrace house,13,0
https://lh3.googleusercontent.com/pw/AP1GczMs8VmEumJyYmSSMtnspje9Rr2_oUdy-Z9pmUTCD9SsYKOWlLtH8o1sQnPNDFPD__kGUEyJ33dTkwLbmAib9UBEjSKVOeCci8lXwn9ZSfqH6VLpPVT2xBuzfTNkjsKp8inmh3rRQWZjgy60vE_CY5KzUA=w676-h684-s-no?authuser=0,Artifact from Ephesus Museum,13,1
https://lh3.googleusercontent.com/pw/AP1GczNZRtmov_CEHXbze0HBp987ZH3LJTnHpYZ-Y7PhofV_NGaMZIH9CiFh_p81CvBG9MIVC4qmodVseOWT2g79ZNFDtQek-DZBtp-K1Ld4iSzjd1AsbvCYm0kLyN1asbLKO1guTsBbWZcQZbmTNA2pZv8icQ=w815-h684-s-no?authuser=0,"Figure on wall at Terrace House, Ephesus",13,2
